First_order_best_category,First_order_best_sub_catgeory,FirstOrderCity,FirstOrderCityTier,First_order_OrderPlatform,First_order_campaign_medium,First_order_campaign_source,First_order_campaign_term,First_order_referrer_type,OrderTiming,DiscountUsageSegment,WeekdayWeekendPreference,repeated_users_segment,total_users_segment
Apparel Men,Innerwear,Ssl-Salt Lake Kolkata,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,No Discount User,Weekday Shopper,1,33
Beauty,Makeup,Ssl-Shipra,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Light Discount User,Weekday Shopper,30,33
Watches,Watches,Ssl-Goa,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Heavy Discount User,Weekday Shopper,21,33
Makeup,Lips,Bengaluru,Tier 1,mobile,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Evening Shopper,No Discount User,Weekday Shopper,1,33
Watches,Watches,Ssl-South City Kolkata,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Moderate Discount User,Weekend Shopper,24,33
Watches,Watches,Ssl City Centre Patna,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Light Discount User,Weekday Shopper,29,33
Footwear,Sandals,Bengaluru,Tier 1,mobile,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Evening Shopper,Light Discount User,Weekday Shopper,9,33
Apparel Men,Denim,Ssl-South City Kolkata,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Light Discount User,Weekday Shopper,24,33
Na,Na,Mumbai,Tier 1,desktop,campaign_medium Unavailable,Paid-Search,campaign_term Unavailable,paid-search,Evening Shopper,Extreme Discount User,Weekend Shopper,0,33
Fragrances,Perfumes,Bengaluru,Tier 1,mobile,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Afternoon Shopper,Light Discount User,Weekday Shopper,11,33
Apparel Women Western Wear,Casual,Ssl-Omaxe Noida,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Extreme Discount User,Weekday Shopper,24,33
Apparel Men,Casual,Ssl-Cyberabad Inorbit,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,No Discount User,Weekday Shopper,7,33
Westernwear,Dresses,City Unavailable,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Heavy Discount User,Weekend Shopper,20,32
Clothing,Formal Shirts,Ssl-Malad,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Moderate Discount User,Weekday Shopper,27,32
Casual Wear,Shirts,New Delhi,Tier 1,mobile,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Afternoon Shopper,No Discount User,Weekday Shopper,6,32
Indian & Fusion Wear,Kurtas Suits Sets,Lucknow,Tier 2,mobile,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Evening Shopper,No Discount User,Weekday Shopper,6,32
Footwear,Sports Shoes,Delhi,Tier 1,mobile,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Evening Shopper,Light Discount User,Weekend Shopper,2,32
Footwear,Sports Shoes,City Unavailable,Tier Classification Not Available,mobile,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Evening Shopper,No Discount User,Weekday Shopper,2,32
Apparel Men,Denim,Ssl- Forum Kanakpura,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Extreme Discount User,Weekend Shopper,15,32
Beauty,Makeup,Ssl-Rohini,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Extreme Discount User,Weekday Shopper,28,32
Footwear,Flip Flops & Sliders,Ahmedabad,Tier 2,mobile,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Evening Shopper,No Discount User,Weekday Shopper,2,32
Fragrance,Men,Mumbai,Tier 1,mobile,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Afternoon Shopper,No Discount User,Weekday Shopper,3,32
Casual Wear,Jeans,Delhi,Tier 1,mobile,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Evening Shopper,No Discount User,Weekday Shopper,9,32
Watches,Analog Watches,New Delhi,Tier 1,mobile,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Afternoon Shopper,Moderate Discount User,Weekday Shopper,0,32
Indian Wear,Indianwear Sets,Kolkata,Tier 1,mobile,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,No Discount User,Weekday Shopper,10,32
Makeup,Lips,New Delhi,Tier 1,mobile,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Evening Shopper,No Discount User,Weekday Shopper,1,32
Apparel Men,Denim,Ssl-Vishakapatnm,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Extreme Discount User,Weekend Shopper,13,32
Apparel Men,Casual,Ssl-Thane,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Extreme Discount User,Weekend Shopper,16,32
Footwear,Women,Ssl-Malad,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Moderate Discount User,Weekday Shopper,28,32
Footwear,Sports Shoes & Sneakers,Hyderabad,Tier 1,mobile,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Night Owl,No Discount User,Weekday Shopper,23,32
Indian Wear,Indianwear Dresses,Bengaluru,Tier 1,mobile,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Night Owl,No Discount User,Weekday Shopper,28,32
Beauty,Flb Elca,Ssl-South City Kolkata,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,No Discount User,Weekday Shopper,4,32
Apparel Men,Casual,Ssl-Latur,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Extreme Discount User,Weekday Shopper,20,32
Apparel Women Western Wear,Casual,Ssl-Vadodara,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Extreme Discount User,Weekday Shopper,19,32
Bags & Accessories,Men,Ssl-Salt Lake Kolkata,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Heavy Discount User,Weekday Shopper,27,32
Item Category Unavailable,Item SubCategory Unavailable,Delhi,Tier 1,mobile,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Evening Shopper,Light Discount User,Weekend Shopper,11,32
Western Wear,Dresses & Jumpsuits,Delhi,Tier 1,mobile,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Night Owl,No Discount User,Weekend Shopper,18,32
Footwear,Men,Ssl-Vashi,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Extreme Discount User,Weekend Shopper,17,32
Footwear,Flip Flops,Hyderabad,Tier 1,mobile,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Evening Shopper,Light Discount User,Weekday Shopper,7,32
Item Category Unavailable,Item SubCategory Unavailable,Delhi,Tier 1,mobile,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Moderate Discount User,Weekday Shopper,30,32
Indian & Fusion Wear,Kurtas Suits Sets,Hyderabad,Tier 1,mobile,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Afternoon Shopper,Light Discount User,Weekday Shopper,10,32
Westernwear,Jeans & Leggings,Mumbai,Tier 1,mobile,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Night Owl,No Discount User,Weekday Shopper,28,32
Watches,Watches,Ssl-Andheri,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Light Discount User,Weekday Shopper,22,32
Apparel Men,Denim,Ssl-Vijaywada,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Extreme Discount User,Weekday Shopper,16,32
Indian & Fusion Wear,Kurtas & Kurtis,Bengaluru,Tier 1,mobile,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Afternoon Shopper,No Discount User,Weekend Shopper,3,32
Apparel Men,Formal,City Unavailable,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Moderate Discount User,Weekday Shopper,20,32
Watches,Watches,Ssl-Orion Bng,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Moderate Discount User,Weekday Shopper,24,32
Beauty,Makeup,Ssl - L&T Seawood,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Light Discount User,Weekday Shopper,14,32
Beauty,Fragrance,Ssl-Pune-Wakad,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Moderate Discount User,Weekday Shopper,28,32
Footwear,Women,Ssl-Mgf Saket,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Heavy Discount User,Weekday Shopper,20,32
Footwear,Sports Shoes & Sneakers,Lucknow,Tier 2,mobile,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Afternoon Shopper,No Discount User,Weekday Shopper,4,32
Beauty,Makeup,Ssl-Surat,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Moderate Discount User,Weekday Shopper,23,32
Watches,Watches,Ssl - L&T Seawood,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Extreme Discount User,Weekday Shopper,19,32
Apparel Women Western Wear,Casual,Ssl-Bhopal,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Heavy Discount User,Weekday Shopper,27,32
Apparel Men,Sport,Ssl-Elgin Road Kolkata,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Extreme Discount User,Weekday Shopper,19,32
Apparel Men,Sport,Ssl-Gvk Hyderabad,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Extreme Discount User,Weekday Shopper,24,32
Beauty,Fragrance,Ssl - Sarath City Capital Mall,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Light Discount User,Weekday Shopper,24,32
Na,Na,Kolkata,Tier 1,mobile,cpc,Google,campaign_term Unavailable,paid-search,Evening Shopper,Extreme Discount User,Weekday Shopper,6,32
Clothing,Shirts,Jaipur,Tier 2,mobile,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Night Owl,No Discount User,Weekday Shopper,25,32
Apparel Men,Casual,Ssl-Aundh Pune,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Extreme Discount User,Weekday Shopper,23,32
Beauty,Fragrance,Ssl-Aurangabad,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Extreme Discount User,Weekday Shopper,20,32
Apparel Women Western Wear,Casual,Ssl- Skymark,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Moderate Discount User,Weekday Shopper,23,32
Apparel Men,Sport,City Unavailable,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Heavy Discount User,Weekend Shopper,20,32
Clothing,Shirts,Bengaluru,Tier 1,mobile,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Evening Shopper,Light Discount User,Weekday Shopper,10,32
Beauty,Flb Elca,Mac-Citywalk Saket,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Heavy Discount User,Weekday Shopper,21,32
Beauty,Makeup,Ssl-Logix Noida,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Heavy Discount User,Weekday Shopper,22,32
Na,Na,New Delhi,Tier 1,mobile,campaign_medium Unavailable,Search,campaign_term Unavailable,search,Evening Shopper,Extreme Discount User,Weekday Shopper,5,32
Item Category Unavailable,Item SubCategory Unavailable,Bengaluru,Tier 1,mobile,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Afternoon Shopper,No Discount User,Weekend Shopper,2,32
Apparel Women Indian Wear,Indianwear,Ssl-Gaur Mall Noida,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Extreme Discount User,Weekday Shopper,21,32
Apparel Women Western Wear,Casual,Ssl-Alpha Ahmedabad,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Moderate Discount User,Weekday Shopper,17,32
Na,Na,Mumbai,Tier 1,desktop,campaign_medium Unavailable,Referral,campaign_term Unavailable,referral,Evening Shopper,Extreme Discount User,Weekend Shopper,3,32
Apparel Women Indian Wear,Indianwear,Ssl-Malad,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Heavy Discount User,Weekday Shopper,24,32
Westernwear,Jeans & Jeggings,Ssl-Alpha Ahmedabad,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Extreme Discount User,Weekday Shopper,23,32
Indian & Fusion Wear,Kurtas Suits Sets,Pune,Tier 2,mobile,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,No Discount User,Weekday Shopper,4,32
Fragrance,Men,Bengaluru,Tier 1,mobile,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Evening Shopper,No Discount User,Weekday Shopper,4,32
Fragrances,Perfumes,Delhi,Tier 1,mobile,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Evening Shopper,No Discount User,Weekday Shopper,5,32
Apparel Men,Sport,City Unavailable,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,No Discount User,Weekend Shopper,1,32
